iata_code,avg_temperature,avg_precipitation,avg_wind_speed
ADQ,5.141643835616438,3.621945205479452,12.995890410958904
FAI,-0.6095890410958897,0.8609315068493151,7.987671232876712
JNU,5.753698630136986,6.959041095890411,7.341643835616438
KTN,8.194246575342465,8.002876712328767,12.368493150684932
ANC,2.723561643835616,2.6399452054794517,6.909315068493149
OME,-1.0657534246575342,1.5965479452054794,17.94164383561644
OTZ,-4.745479452054794,1.0582191780821917,19.097808219178084
PSG,6.134246575342465,7.060219178082192,7.284931506849315
SCC,-9.615342465753425,0.4914246575342466,19.075890410958902
SIT,7.725479452054795,6.424301369863014,11.67068493150685
WRG,5.816986301369862,8.11758904109589,6.126301369863014
YAK,6.774246575342466,7.514739726027398,14.839178082191781
GUM,26.925205479452057,3.1200273972602743,23.96027397260274
KOA,21.696438356164386,7.045287671232877,7.445753424657534
LIH,23.298356164383566,2.407287671232876,12.849863013698629
HNL,24.35753424657534,1.4619726027397257,17.182739726027396
OGG,24.183561643835617,1.2088767123287671,15.994246575342466
ITO,21.924931506849315,3.650849315068493,11.966027397260273
STT,26.740547945205478,2.623534246575342,23.61397260273973
STX,26.806575342465752,2.6589315068493153,24.356164383561644
BQN,26.554520547945206,1.7529589041095888,17.606575342465753
PSE,26.43068493150685,2.150904109589041,15.41041095890411
SJU,26.547123287671234,3.9362739726027405,10.477260273972602
